No.,Nombre Unidad Recreativa,Escenarios Disponibles ,Direccion,Comuna,Cancha baloncesto,Cancha de tejo,Cancha de tenis,Cancha Futbol 5,Cancha Futbol 8,Cancha Futbol 11,Cancha Hockey,Cancha Multiple,Cancha Sintetica,Cancha Voleibol,Gimnasio,Juegos Biosaludables,Juegos Infantiles,Piscina adultos,Piscina Niños,Pista bicicros,Pista de trote,Pista patinaje,Kiosco,Sauna,Teatrino
481,Cancha Múltiple Barrio Pradera,Cancha Múltiple,C 122B CON K 28 BIS,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Unidad Recreativa Invicali Desepaz,Cancha Múltiple Juegos Infantiles Piscina Niños Piscina Adultos,K 20 Y 23 CON C 120D Y 120G,21,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
483,Unidad Recreativa Calimio Desepaz,Cancha Futbol 5 Cancha Sintética Cancha Baloncesto (2) Pista Trote Piscina Niños Piscina Adultos,K 26M 3 # 121 - 97,21,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
484,Kiosco Barrio Compartir,Kiosco,C 102 CON K 23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,Parque Recreativo Los Carretilleros Potrero Grande,Cancha Múltiple Juegos Infantiles,C 126 CON K 28C 4,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
486,Cancha De Futbol Barrio Talanga,Cancha De Futbol 11,C 94A CON K 23,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Parque Recreativo Talanga Iv,Cancha Múltiple Juegos Infantiles,C 94 CON K 24,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
488,Cancha Múltiple Barrio Talanga,,C 99 CON K 23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Polideportivo Potrero Grande Sector 3,Cancha Múltiple Pista Trote,C 125 CON K 28C 8,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
490,Polideportivo Sol De Oriente,Cancha De Futbol 11 Cancha Múltiple,C 123A CON K 28E,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Polideportivo Talanga I,Cancha Sintética Cancha Múltiple,K 24D Y 24G CON C 85 Y 87,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
492,Parque Recreativo Suerte 90,Cancha Múltiple Juegos Infantiles,C 125B CON K 28F Y 28G,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
493,Cancha Múltiple Remansos I,Cancha Múltiple,C 125B CON K26H 4,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Cancha Múltiple Los Remansos II,Cancha Múltiple Juegos Infantiles,C 126 CON K 26I 1 Y 26I 2,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
495,Cancha Múltiple Los Remansos III,Cancha Múltiple Cancha Futbol 8,C 123C CON K 26I,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Parque Recreativo Los Lideres,Cancha Múltiple Pista Trote Juegos Infantiles Kiosco,C 122 CON K 26I,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
497,Parque Recreativo Invicali Desepaz,Cancha Múltiple (2),C 123 Y 124 CON K 26A BIS,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Kiosco Ciudadela Del Rio II ,Kiosco,C 112 CON K 23 ,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
499,Parque Recreativo Ciudadela Del Rio II,Cancha Múltiple Pista Trote Juegos Infantiles,C 120 CON 23 Y 25,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
500,Kiosco Pizamos I,Kiosco,C 122 CON K 28F 6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
501,Kiosco Pizamos III,Kiosco,K 28D 8 CON C 120B,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
502,Kiosco Recreativo Barrio Tercer Milenio,Kiosco,C 121 # 28E - 20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
503,Kiosco Ciudadela Del Rio I,Kiosco,C 122 CON K 23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,Kiosco Remansos De Comfandi,Kiosco,K 26J CON C 121B,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
505,Kiosco Suerte 90,Kiosco,C 126 CON K 28F,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,Kiosco Barrio Compartir,Kiosco,C 102 CON K 23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507,Polideportivo Pizamos III,Cancha Sintética Cancha Múltiple,C 120 CON K 28D,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
508,Parque Recreativo Longitudinal Valle Grande,Cancha Múltiple (2) Juegos Infantiles,C 77 CON K 20 Y 23,21,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
509,Polideportivo Valle Grande,Cancha Múltiple Kiosco,K 24F CON C 82B,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
510,Polideportivo Valle Del Lili,Cancha Futbol 5 Cancha Múltiple Cancha Sintética Juegos Infantiles,K 102 CON C 20,22,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
